,번호,명칭,요약,출원일,출원인,독립 청구항수,전체 청구항수,국제특허분류,자국인용특허,외국인용특허,자국피인용특허,자국인용횟수,자국피인용횟수,특허평가등급,발명자수,발명자국가,출원인대표명,국가,연도,외국인용횟수
10,KR20070091302A,구매기업이 대출추천한 판매기업에게 구매기업의 신용도를 적용하여 취급한 판매기업의 대출에 대하여 납품대금으로 결제하는 전자 금융 거래 방법 및 시스템{Electronic Financial Deal Method and System for Settling Account Using Payment of Goods Received for Loan of Purchasing Corporation Credit to Selling Corporation Recommended by Purchasing Corporation},"본 발명은 대기업 등의 구매기업의 신용도를 적용하여 판매기업에게 납품 전 생산자금 및 납품 후 매출채권 양도를 통한 납품대금의 조기회수 등을 선택적으로 지원할 수 있는 대출상품을 처리하는 전자금융 거래방법 및 시스템에 관한 것으로서, 구매기업이 대출을 추천한 판매기업의 납품 전 생산자금대출에 대하여 연대보증하기로 금융기관과 약정한 상태에서, 구매기업이 금융기관에게 제공한 판매기업에 대한 발주정보를 근거로 구매기업이 대출추천(연대보증)한 기업에게는 생산자금대출 등을 지원하고, 대출추천이 없는 판매기업에게도 납품 후에는 매출채권 양도를 통하여 납품대금 조기회수가 가능한 금융을 선택적으로 지원하고, 납품 후 구매 기업의 납품 대금으로 대출금 상환을 결제 처리하는 전자 금융 거래 방법 및 시스템에 관한 것이다.",2007.09.10,주식회사 국민은행,2,12,['G06Q40'],"KR20020013677A,KR20020091318A,KR20040047646A",,"KR1039233B1,KR1920853B1,KR20110135649A,KR20110135650A,KR20120101189A,KR20130017845A,KR20140040481A,KR20140070279A,KR20140132823A,KR20160099288A,KR20160109218A,KR20180114332A",3,12,A-,2,['KR'],주식회사 국민은행,KR,2007,0
11,KR20090108427A,단선시 색상이 변하는 자동차용 휴즈 및 그 제조방법{The automatic borrowing fuse where the broken wire at the time of color changes and the manufacturing method},"이 발명은 휴즈 단락시에 자체적으로 색상이 변화되어 육안으로 쉽게 식별 가능하게 하는 자동차용 휴즈에 관한 것으로서, 착색된 플라스틱분말 96-99중량%, 투명한 비가역성 시온안료분말 1-4중량%를 혼합하여 혼합원료가 되게 하는 휴즈바디원료배합과정(S1)과, 상기 혼합원료를 사출기에서 용융되게 하여 300-310℃의 사출온도와 1200-1600㎏f/㎠의 사출압력에 의해 사출금형에서 시온안료성분이 함유된 휴즈바디가 성형되게 하는 휴즈바디성형과정(S2)과, 상기 시온안료성분이 함유된 휴즈바디를 100-200℃에서 3-5시간 건조시켜 휴즈바디의 수분함량이 0.1중량% 이하로 감소 되게 하는 휴즈바디건조과정(S3)과, 상기 시온안료성분이 함유된 휴즈바디에 있는 한쌍의 단자삽입홈부 및 휴즈장입홈부에 한쌍의 단자부재 사이에 휴즈부재가 고정된 휴즈체가 삽입되게 결합 되도록 하는 휴즈조립과정(S4)을 포함하여 이루어지는 자동차용 휴즈 제조방법를 제공하는 한편 휴즈바디(10) 색상이 변하게 하고 또는 휴즈바디(10)에 색상변이층(16)을 코팅시켜 변하게 하는 한편 휴즈바디(10) 상면부에 색상변환라벨지를 부착시켜 휴즈부재가 단선되면 색상이 변하여 육안으로 단선된 휴즈를 매우 수월하게 식별하여 용이하게 교체 가능하도록 이루어진 것이다.",2009.11.11,문형태,8,28,"['H01H69', 'H01H85']","KR19980026964A,KR20020049103A,KR20030082838A","JP2001076610 A,JP2003203553 A,JP2003203553 A","KR20130092691A,KR20180076030A",3,2,A-,1,['KR'],문형태,KR,2009,3
12,KR20200097850A,제휴채널을 통해 대출금액 변동에 연동된 신용보험 서비스 제공 방법{Method for providing credit insurance service coupled with loan amount change through affiliated channels},"제휴채널을 통해 대출금액 변동과 연동하여 신용보험 서비스를 제공하는 방법이 제공됩니다. 이 신용보험 서비스 제공 방법에 따르면, 보험사 서버는 신용정보 서버로부터 신용보험의 가입자에 대한 대출금액 정보를 획득하고 대출금액에 변동이 있는 경우 신용보험의 보험료를 조정하는 것을 특징으로 합니다.",2020.08.05,코리아크레딧뷰로 (주),1,5,['G06Q40'],"KR1747141B1,KR20020035639A,KR20030044836A",,KR2364101B1,3,1,B+,2,['KR'],코리아크레딧뷰로 (주),KR,2020,0
13,KR20190027050A,위치 정보를 이용한 중고차 대출 정보 제공 시스템 및 그 방법{SYSTEM FOR PROVIDING INFORMATION TO USED CAR LOAN USING LOCATION INFORMATION AND METHOD THEREOF},"중고차 대출 정보 제공 시스템 및 그 방법에 관한 것으로, 중고차 대출 정보 제공 시스템은 사용자 단말 또는 금융기관 서버로부터 고객 정보와 대출 정보를 포함하는 중고차 매매 자금 대출에 관한 서비스 의뢰를 수신하고, 서비스 의뢰에 대응하는 보고서를 사용자 단말 또는 금융기관 서버로 전송하는 통신부, 서비스 의뢰에 연동되는 중고차 매매 자금 대출 희망자의 사용자 단말로 본인 인증을 수행하고 서비스를 제공하기 위한 동의 절차를 진행하는 본인 인증부, 본인 인증부에서 본인 인증과 동의 절차를 완료하면, 사용자 단말로부터 현재 시점의 위치 정보와 현재 시점의 중고차 이미지를 수집하고, 공공기관의 서버 또는 미리 구축된 데이터베이스에 접속하여 상기 중고차와 관련된 정보를 수집하는 정보 수집부, 정보 수집부에서 수집한 위치 정보와 중고차 이미지를 분석하여 중고차 존재 여부를 확인하고, 중고차와 관련된 정보를 조사하여 중고차의 정상적인 존재를 확인하면 중고차의 적정 대출 한도를 산출하는 정보 분석부 그리고 서비스 의뢰에 대응하여 상기 정보 분석부에서 산출한 적정 대출 한도를 포함하는 1차 보고서를 작성하는 보고서 작성부를 포함한다.",2019.03.08,주식회사 리파인,2,14,"['G06Q40', 'G06Q30']","KR20110082700A,KR20140055722A,KR20140098616A,KR20170055332A,KR20180036083A,등록특허공보 제101495306호20150224 1부",,KR2380707B1,6,1,B+,5,['KR'],주식회사 리파인,KR,2019,0
14,KR20180016361A,가상 화폐 원스톱 대출 신청 서비스 방법 및 그 장치{METHOD AND APPARATUS FOR VIRTUAL CURRENCY CURRENT ONE STOP LOAN APPLICATION SERVICE},"복수의 가상 화폐 거래소 서버로부터 수신된 가상 화폐 시세 정보 및 가상 화폐 거래소 서버 정보를 저장하는 데이터 저장부, 및 각 가상 화폐 시세 정보를 각 거래소별로 정렬하여 표시하고, 각 가상 화폐의 시세 정보가 표시된 영역의 인접 영역에 가상 화폐 담보 대출을 신청하기 위한 담보 대출 신청 버튼을 표시하고, 시세 정보 표시 영역에서 제1 거래소가 선택되고, 제1 거래소의 각 가상 화폐가 표시된 상태에서 임의의 제1 가상 화폐에 상응하는 담보 대출 신청 버튼이 선택되면, 제1 거래소 정보와 선택된 담보 대출 신청 버튼에 상응하는 제1 가상 화폐 정보를 상기 데이터 저장부에 저장하고, 해당 담보 대출 신청 버튼에 따른 대출 신청 페이지를 로딩하여 표시하되, 해당 대출 신청 페이지를 로딩할 때 제1 거래소 정보와, 선택된 담보 대출 신청 버튼에 상응하는 제1 가상 화폐 정보를 기본 설정값을 하여 대출 신청 페이지를 생성하여 표시하는 프로세서를 포함하는 거래소별 가상 화폐 시세 정보 제공 및 원스톱 대출 신청 서비스 장치가 제공된다.",2018.02.09,김해동,2,4,"['G06Q40', 'G06Q30']","KR20100109276A,KR20110010207A,KR20130119580A,KR20170099043A",,KR20210137737A,4,1,B+,1,['KR'],김해동,KR,2018,0
15,KR20170044167A,블록 체인을 이용한 대출 서비스 제공 방법 및 이를 실행하는 시스템{LOAN SERVICE PROVIDING METHOD USING BLACK CHAIN AND SYSTEM PERFORMING THE SAME},"본 발명의 일 실시예에 따른 블록 체인을 이용한 대출 서비스 제공 방법은 대출 신청자의 대출 신청자 단말이 복수의 금융 서버 중 어느 하나의 금융 서버에 대출 서비스 요청 메시지를 제공하는 단계, 상기 어느 하나의 금융 서버가 상기 대출 서비스 요청 메시지에서 추출한 상기 대출 신청자의 해시 정보를 이용하여 상기 대출 신청자를 검증하는 단계, 상기 어느 하나의 금융 서버가 상기 검증 결과에 따라 대출 서류 제공 서버로부터 상기 대출 신청자의 대출 심사 데이터를 수신하는 단계, 상기 어느 하나의 금융 서버가 블록을 생성한 후 상기 블록에 상기 대출 심사 데이터 및 상기 대출 신청자의 해시 정보를 저장하고, 상기 블록에 대한 상기 해시 정보를 나머지 금융 서버에 제공하는 단계 및 상기 어느 하나의 금융 서버가 상기 대출 신청자에게 대출 서비스를 제공하는 단계를 포함한다.",2017.04.05,주식회사 케이뱅크은행,2,9,"['G06Q40', 'G06Q10', 'G06Q20']","KR1612712B1,KR1661933B1,KR20120011962A,KR20160150278A",,"KR20200094439A,KR20210015152A,KR20210019912A,KR20210060224A,KR2090699B1,KR2116255B1,KR2170207B1",4,7,B+,1,['KR'],주식회사 케이뱅크,KR,2017,0
16,KR20170015009A,오프라인 연동 기반 P2P 대출 금융 서비스 방법 및 그 장치{METHOD FOR PEER TO PEER LOAN FINANCE SERVICE BASED OFFLINE INTERWORKING AND APPARATUS THEREOF},"오프라인 연동 기반 P2P 대출 금융 서비스 방법에서는 금융 기술 서비스 장치가 제1 정보 단말로부터 수신된 대출 신청 정보에 기반하여 담보로 설정된 위탁 자산의 정보와 투자금 유치를 위한 투자 참고 정보를 포함하는 투자 상품 정보를 개설하고, 투자 유치를 진행한다. 금융 기술 서비스 장치는 오프라인 서비스 장치로부터 제공된 접속 정보를 이용하여 투자자로서 회원 가입을 한 고객의 요청에 따라 제2 정보 단말로부터 수신된 투자 신청 정보에 기반하여 투자금을 입금받고, 위탁 자산을 담보로 하여 P2P 대출을 실행하여 대출 신청 정보에 지정된 계좌로 대출금을 송금하기 위한 데이터 및 전자 신호의 처리를 수행할 수 있다. 금융 기술 서비스 장치는 투자 신청 정보에 기반하여 투자자와, 오프라인 서비스 장치에 상응하는 오프라인 서비스 운영 회사에 각각 금원을 지급하는 프로세스를 수행한다.",2017.02.02,김해동,2,4,"['G06Q40', 'G06K19', 'G06Q30', 'G06Q50']","KR1023641B1,KR20040052786A,KR20100036502A,KR20100080962A,KR20150112384A","JP2002149982 A,JP2002149982 A,일본 공개특허공보 특개2002149982호20020524 1부",KR20210126417A,5,1,B+,1,['KR'],김해동,KR,2017,3
17,KR20160147041A,배정 주식 납입대금 대출을 위한 금융 기술 서비스 방법 및 그 장치{METHOD FOR FINANCE TECHNOLOGY SERVICE FOR DEPOSIT MONEY LOAN OF STOCK ALLOCATED AND APPARATUS THEREOF},"본 발명의 일실시예에 따른 배정 주식 납입대금 대출을 위한 금융 기술 서비스 방법에서는 금융 기술 서비스 장치가 제1 정보 단말로부터 배정 주식 납입대금 대출을 신청하기 위한 배정된 주식 정보 및 대출 조건 정보를 포함하는 대출 신청 정보를 수신할 수 있다. 금융 기술 서비스 장치는 대출 신청 정보에 기반하여 투자 상품을 개설하고, 하나 이상의 제2 정보 단말로부터 개설된 투자 상품에 대한 투자 신청 정보를 수신하고 투자금의 입금이 가능하도록 투자금 유치 프로세스를 수행할 수 있다. 금융 기술 서비스 장치는 입금된 투자금을 이용하여 배정된 주식을 근거로 하는 지급 보증을 담보로 하여 배정 주식 납입대금 대출을 실행하여 지정된 계좌로 대출금을 송금하기 위한 데이터 및 전자 신호의 처리를 수행할 수 있다. 금융 기술 서비스 장치는 금융 지원 서버와 통신을 통해 배정 주식 납입대금 대출에 따른 이자 납입 및 투자 수익금 지불 프로세스를 수행할 수 있다.",2016.11.04,김해동,2,8,"['G06Q40', 'G06Q20']","KR20040052786A,KR20100089499A,KR20110020892A",JP2003150792 A,"KR20200055643A,KR20210009927A,KR20210011489A",3,3,B+,1,['KR'],김해동,KR,2016,1
18,KR20160039366A,데이터 분석에 기반한 대출상품을 제공하기 위한 방법 및 장치{METHOD AND APPARATUS FOR PROVIDING LOAN PRODUCTS BASED ON THE DATA ANALYSIS},"본 발명의 일 실시예에 따른 데이터 분석에 기반한 대출 서비스 제공 방법이 개시된다. 여기서 대출 서비스 제공 방법은, 사용자에 의해 선택된 개인 금융정보의 항목을 적어도 하나의 사용자 단말기로부터 수신하는 단계; 적어도 하나의 금융기관이 보유한 금융기관 서버로부터 상기 사용자에 의해 선택된 개인 금융정보의 항목과 관련된 개인 금융정보 데이터를 수집하는 단계―상기 금융기관은 행정기관과 금융회사를 포함하고, 상기 개인 금융정보 데이터는 고객정보, 소득정보, 신용정보, 소비정보 중 적어도 하나를 포함하며, 상기 사용자의 소득정보는 상기 행정기관으로부터 수집되고, 상기 사용자의 고객정보, 신용정보 및 소비정보는 상기 금융회사로부터 수집됨―; 상기 수집된 개인 금융정보 데이터를 분석하여 신용도를 결정하는 단계; 상기 결정된 신용도를 이용하여 사용자의 신용등급을 결정하는 단계; 및 상기 결정된 사용자의 신용등급에 기초하여 대출상품 정보를 생성하는 단계;를 포함할 수 있다.",2016.03.31,삼성생명보험주식회사,3,7,"['G06Q40', 'G06Q30', 'G06Q20']","KR20040050641A,KR20060076523A,KR20110010207A","JP2001316061 A,JP2001316061 A,일본 공개특허공보 특개2001316061호20011113 1부","KR2005734B1,KR20190082155A,KR20200087958A,KR2099537B1,KR2336462B1,KR2397019B1",3,6,B+,1,['KR'],삼성생명보험 주식회사,KR,2016,3
19,KR20150053044A,"소셜 정보 기반의 대출 서비스 시스템, 방법 및 컴퓨터 프로그램{SYSTEM, METHOD AND COMPUTER PROGRAM FOR LOAN SERVICE BASED ON SOCIAL INFORMATION}","대출 서비스 시스템은, 복수의 사용자의 소셜 정보(social information)를 저장하는 사용자 관리부; 상기 복수의 사용자 중 하나 이상의 업로더(uploader)로부터 자산에 대한 질권 설정 요청을 수신하며, 상기 질권 설정 요청에 대응하여 설정된 질권에 기초하여 상기 업로더에게 예치금을 부여하도록 구성된 계좌 관리부; 및 상기 하나 이상의 업로더로부터 예치금에 대한 대출 조건 정보를 수신함으로써 신용라인(credit line)을 개설하고, 개설된 신용라인의 대출 조건 정보에 부합하는 하나 이상의 다운로더(downloader)에 대한 대출을 실행하도록 구성된 대출 실행부를 포함한다. 대출 서비스 시스템에 의해 사용자들 간의 믿음을 수치화함으로써, 과거의 내역에 기반한 종래의 신용평가자료를 보완 및/또는 대체하고 사용자의 상환 능력을 정확하게 평가할 수 있으며, 사용자들 사이에 피어-투-피어(Peer-to-Peer) 방식으로 대출이 이루어질 수 있게 할 수 있다.",2015.04.15,이태진,3,11,"['G06Q40', 'G06Q50']","KR20000023920A,KR20080031757A,KR20130091114A,KR20150019999A","JP2015018571 A,JP2015018571 A,일본 공개특허공보 특개2015018571호20150129 1부","KR20180081101A,KR20200084162A",4,2,B+,1,['KR'],이태진,KR,2015,3
20,KR20150125654A,대출채권을 이용한 크라우드 펀딩 및 경매 서비스 시스템{Crowd funding and auction services system using movable assets as security for the loan},"대출채권을 이용한 크라우드 펀딩 및 경매 서비스 시스템이 제공된다. 본 발명의 일 실시예에 따른 대출채권을 이용한 크라우드 펀딩 및 경매 서비스 시스템은 제1 클라이언트의 요청에 따라, 자금조달 요청 정보가 수신되면, 상기 자금조달 요청 정보에 포함된 담보 정보와 관련된 빅데이터를 수집하는 수집부; 상기 빅데이터를 분석하여, 상기 담보 정보에 대응하는 담보물의 평가 정보를 생성하는 동산 평가부; 상기 평가 정보를 검색하거나 조회할 수 있는 유저 인터페이스를 제공하는 동산 관리부; 및 상기 평가 정보에 기초하여 대출채권 정보 및 펀딩 정보를 생성하고, 상기 펀딩 정보를 펀딩 웹 페이지에 게시하는 투자 관리부를 포함되, 상기 유저 인터페이스는 상기 담보물의 카테고리를 선택받기 위한 카테고리 선택 창, 상기 카테고리 선택 창에 대응하는 조회하기 버튼, 상기 담보물의 키워드를 입력받기 위한 키워드 입력 창 및 상기 키워드 입력 창에 대응하는 조회하기 버튼 중 적어도 하나를 포함하며, 상기 카테고리 선택 창은 상기 담보물의 상위 카테고리 및 하위 카테고리를 선택하기 위한 복수의 서브 창이 제1 방향으로 나란히 배치되고, 상기 유저 인터페이스에는 상기 담보물에 대하여 조회된 평가 결과가 항목별로 표시되는 것을 특징으로 한다.",2015.09.04,장보영,1,10,"['G06Q40', 'G06Q30']","KR20000030774A,KR20030068326A,KR20090003470A,KR20100080962A,KR20100109276A,KR20110082700A,KR20140055722A,KR20140096676A,KR20150076470A","카달로그온라인 뉴스 기사 뉴스핌 20130605,파이낸셜뉴스 대출자 동산 담보 신개념 클라우딩 펀딩 상품 론칭 20141106 URL httpwwwfnnewscomnews201306051026438202ty 1부","KR1835721B1,KR20180105067A,KR20200011853A,KR20200040620A",9,4,B+,1,['KR'],장보영,KR,2015,2
21,KR20140181900A,지역리스크 측정을 통한 부동산 담보 대출심사 장치{APPARATUS FOR EVALUATING MORTAGE LOAN THROUGH LOCAL RISK MEASUREMENT},"본 발명은 담보물건에 대한 기 설정된 기간 동안의 용도별 지가지수, 지역별 지가지수, 토지거래현황, 용도별 매각통계 및 실거래가를 수집하는 데이터 수집부, 데이터 수집부에 의해 수집된 용도별 지가지수, 지역별 지가지수, 및 토지거래 현황을 이용하여 유동성 위험과 실거래행태를 평가하여 점수화하는 제1 심사모듈 및 제1 심사모듈의 심사 결과 심사가 통과된 담보물건에 대해 토지시장선을 활용하여 기대수익률을 평가하고, 기대수익률을 통해 안정성계수를 산출한 후, 안정성계수를 토대로 담보물건을 심사하는 제2 심사모듈을 포함하는 것을 특징으로 한다.",2014.12.16,정성훈,1,10,['G06Q40'],"KR1230561B1,KR20000024461A,KR20060010450A,KR20060033976A,KR20070119942A","JP2004192561 A,JP2004192561 A","KR1799395B1,KR1996797B1,KR20200121115A,KR2120591B1,KR2129694B1",5,5,B+,1,['KR'],정성훈,KR,2014,2
22,KR20140180570A,매출채권 담보대출 평가시스템 및 평가방법{SYSTEM AND METHOD FOR EVALUATING LOAN BASED ON SALE CREDIT},"본 발명의 일 실시예에 의하면, 매출채권 담보대출 평가시스템은,로그인 정보를 통해 회원 가입된 판매회원이 등록한 등록상품의 매출에 관한 정보인 매출속성정보 및 매출액 정보를 생성 가능한 오픈마켓서버; 그리고 상기 판매회원의 로그인 정보로 상기 오픈마켓서버에 접속하여 상기 판매회원의 상기 매출속성정보 및 상기 매출액 정보를 스크래핑하며, 상기 매출속성정보와 상기 매출액 정보를 이용하여 상기 판매회원의 대출한도를 산출 가능한 대출평가서버;를 포함할 수 있다.",2014.12.15,주식회사 핑거,4,21,['G06Q40'],"KR20080104404A,KR20100023768A,KR20130139766A,KR20140125925A",JP2001319060 A,"KR1920853B1,KR20180113862A,KR20190102449A,KR20200040459A,KR2028299B1",4,5,B+,2,['KR'],주식회사 핑거,KR,2014,1
23,KR20120122955A,온라인 동산담보대출시스템{Online system for movable property mortgage loan},"본 발명은 온라인 동산담보대출시스템에 관한 것으로, 상기 온라인 동산담보대출시스템은, 동산담보대출을 위해 사전에 구축된 물품리스트와 각 물품들에 대한 평가정보를 저장하는 물품DB; 및 고객 단말기로부터 입력되어 상기 네트워크를 통해 수신된 고객 인적정보를 이용하여 회원가입을 수행하는 회원가입부와, 회원가입이 완료된 회원인증 고객 단말기로부터 대출신청이 수신되고 동산담보대출을 위한 담보물품의 정보가 수신된 경우 상기 수신된 담보물품의 정보에 의해 상기 물품DB를 검색하여 해당하는 평가정보를 추출하고 이 추출된 평가정보를 이용하여 상기 담보물품에 대한 대출가능금액을 계산하는 대출심사부와, 상기 대출가능금액을 상기 회원인증 고객 단말기로 제공하고, 상기 회원인증 고객 단말기에 의해 상기 대출가능금액에 대한 동의가 있는 경우, 상기 대출가능금액이 반영된 계약서를 작성하여 상기 회원인증 고객단말기로 제공하며, 상기 회원인증 고객 단말기에 의해 상기 계약서에 전자서명 이루어진 경우 상기 담보물품에 대한 계약이 성립되는 것으로 판단하는 계약부와 상기 담보물품의 실물이 도착되어 사용자가 상기 실물의 상태를 조사한 경우 이 조사된 실물의 상태에 대응하여 정해진 제2 조절팩터를 입력하기 위한 제1 입력모듈을 포함하는 사용자입력부를 구비하는 서버를 포함하되, 상기 평가정보는 각 물품의 품명, 브랜드, 모델명, 사용상태 및 연식에 따라 각 물품별로 정해진 복수 개의 등급으로 분류되는 물품상태분류코드로 구현되고, 상기 대출심사부는 상기 물품상태분류코드를 참조하여 상기 대출가능금액을 계산하며, 상기 대출심사부는 상기 제1 입력모듈을 통해 입력된 제2 조절팩터를 이용하여 상기 대출가능금액을 조절하는 제2 조절모듈을 포함하고, 상기 사용자입력부는 상기 계약이 성립된 후 상기 대출가능금액을 상기 계약이 성립된 고객의 계좌로 송금하는 지 선택하기 위한 제2 입력모듈을 포함하고, 상기 계약부는 상기 회원인증 고객 단말기로 상기 대출가능금액을 제공하기 전에 개인신용을 조회하는 개인신용정보조회모듈, 상기 조회된 개인신용상태를 고려하여 대출승인여부를 결정하는 승인여부결정모듈, 상기 제2 입력모듈을 통해 송금이 선택된 경우 상기 계약이 성립된 고객의 계좌로 상기 대출가능금액을 송금하는 대출금송금모듈 및 오프라인을 통해 상기 담보물품의 실물이 도착되고 이 도착된 실물이 촬영된 경우 상기 촬영된 실물의 이미지를 저장하는 촬영모듈을 더 포함하며, 상기 계약부는 상기 승인여부결정모듈에 의해 상기 대출승인이 결정된 경우 상기 회원인증 고객 단말기로 상기 대출가능금액을 제공하고, 상기 계약부는 상기 고객 단말기로부터 수신된 담보물품의 정보 중 담보물품의 이미지 또는 상기 촬영모듈에서 저장된 실물의 이미지를 상기 대출가능금액과 함께 상기 회원인증 고객 단말기로 제공하는 것을 특징으로 한다. 이에 의해 본 발명은 온라인 상 고객으로부터 수신되는 물품의 정보를 통해 대출가능금액을 산정하는 기능과 이에 기반한 온라인 상 계약체결 기능을 구비함으로써, 온라인 상으로 동산담보대출 관련 업무를 처리할 수 있다.",2012.11.01,유미나,2,12,"['G06Q40', 'G06Q20', 'G06Q50']","KR1145293B1,KR20050031342A,KR20110050244A,KR20110095762A",,"KR1612712B1,KR1695872B1,KR1795462B1,KR1835725B1,KR20150101968A,KR20160122528A,KR20170095698A,KR20170099044A,KR20170099321A,KR20170111961A,KR20180010419A,KR20180035047A,KR20180112670A,KR20200107628A,KR20200129411A,KR20210010323A",4,16,B+,1,['KR'],유미나,KR,2012,0
