대분류,중분류,ipc,title,ipc_sub
바이오ㆍ의료,산업바이오,C12M1/*,효소학 또는 미생물학을 위한 장치 [2006.01],C12M
바이오ㆍ의료,산업바이오,C12N*,"미생물 또는 효소; 그 조성물 (살균살충제, 방충제 또는 유인제, 또는 식물생장 조절제로서 미생물, 바이러스, 진균, 효소, 발효생산물 또는 미생물 또는 동물로부터 생산 또는 추출된 물질을 포함하는 것 A01N 63/00; 의약품 제제 A61K; 비료 C05F); 미생물의 증식, 보존 또는 유지; 돌연변이 또는 유전자공학; 배지(CULTURE MEDIA) (미생물학적 시험용 배지 C12Q 1/00) [1980.01]",C12N
바이오ㆍ의료,산업바이오,C12P*,발효 또는 효소를 사용하여 원하는 화학물질 또는 조성물을 합성하는 방법 또는 혼합물로부터 광학이성체를 분리하는 방법 [1980.01],C12P
바이오ㆍ의료,산업바이오,C13K1/*,포도당(전화당으로부터 분리 C13K 3/00); 포도당 함유 시럽 [2006.01],C13K
바이오ㆍ의료,산업바이오,C08L83/*,"주사슬에 황, 질소, 산소 또는 탄소를 포함하거나 하지 않는 규소만을 포함한 결합을 형성하는 반응으로 얻어지는 고분자 화합물의 조성물 그러한 고분자 유도체의 조성물 [2006.01]",C08L
바이오ㆍ의료,산업바이오,C12P13/*,질소원자를 함유한 유기화합물의 제조 [2006.01],C12P
바이오ㆍ의료,산업바이오,A23F*,"커피; 차(茶); 그것들의 대용품; 그것들의 제조, 조제 또는 다려내기",A23F
바이오ㆍ의료,산업바이오,A23K*,동물을 위해 특히 적합한 먹이; 그것의 생산을 위해 특히 적합한 방법,A23K
바이오ㆍ의료,산업바이오,A61K31/*,유기 활성 성분을 함유 하는 의약품 제재 [2006.01],A61K
바이오ㆍ의료,산업바이오,A61K36/*,"조류, 지의류, 균류 혹은 식물 또는 그 유사체로부터의 물질을 함유 하는 구조 미지의 의약품 제재 [2006.01]",A61K
바이오ㆍ의료,산업바이오,A61K38/*,"펩티드를 함유하는 의약품제제 (베타-락탐환을 포함하는 펩티드 A61K 31/00; 분자내에 환을 형성하는 것 이외에 펩티드 결합을 갖지 않는 환식 디펩티드, 예. 피페라진-2,5-디온, A61K 31/00; 환식 펩티드형의 맥각 알칼로이드 A61K 31/48; 통계적으로 분포된 아미노산 단위를 갖는 거대분자 화합물을 함유하는 것 A61K 31/74; 항원 또는 항체를 함유하는 의약품제제 A61K 39/00; 불활성 성분에 의하여 특징지어지는 의약품 제제, 예. 담체로서 펩티드, A61K 47/00) [2006.01]",A61K
바이오ㆍ의료,산업바이오,A61K39/*,항원 또는 항체를 함유한 의료품 제제 (면역분석용 물질 G01N 33/53) [2006.01],A61K
바이오ㆍ의료,산업바이오,A61K47/*,"사용되는 불활성성분, 예. 담체 또는 불활성 첨가제에 특징이 있는 의약품 제제; 활성 성분에 화학적으로 결합된 물질의 표적화 또는 수정 [2006.01]",A61K
바이오ㆍ의료,산업바이오,A61K49/*,생체내 시험을 위한 제제 (in vivo) [2006.01],A61K
바이오ㆍ의료,산업바이오,A61K8/*,화장품 또는 유사 화장품 제재 [2006.01],A61K
바이오ㆍ의료,산업바이오,A61K9/*,특별한 물리적 형태에 의하여 특징 지어지는 의약품 제제 [2006.01],A61K
바이오ㆍ의료,산업바이오,A61Q19/*,스킨 케어제 [2006.01],A61Q
바이오ㆍ의료,산업바이오,B01J31/*,"수소화물, 배위 착화합물 또는 유기화합물로 된 촉매(중합반응에만 사용되는 촉매조성물 C08) [2006.01]",B01J
바이오ㆍ의료,산업바이오,B01J32/*,촉매담체 일반 [2006.01],B01J
바이오ㆍ의료,산업바이오,B01J37/*,촉매제조를 위한 프로세스 일반; 촉매활성화를 위한 프로세스 일반 [2006.01],B01J
바이오ㆍ의료,산업바이오,C12J1/*,식초; 조제; 정제 [2006.01],C12J
바이오ㆍ의료,산업바이오,C12N9/*,"효소, 예. 리가아제(6.)； 효소 선구체； 그 조성물(치약용 효소의 조제 A61K8/66, A61Q11/00； 효소 또는 효소 전구체를 함유한 의약품 제제 A61K38/43； 효소 함유 세정제 C11D)； 효소의 조제, 활성화, 저해, 분리 또는 정제 방법 [2006.01]",C12N
바이오ㆍ의료,산업바이오,C12P17/*,"이종원자로서 O, N, S, Se 또는 Te 만을 가진 이종환식 탄소화합물의 제조(C12P 13/04 ～ C12P 13/24가 우선) [2006.01]",C12P
바이오ㆍ의료,산업바이오,C12P19/*,당류 래디컬를 함유하는 화합물의 제조 (케토 알돈산 C12P 7/58) [2006.01],C12P
바이오ㆍ의료,산업바이오,C12P33/*,스테로이드의 제조 [2006.01],C12P
바이오ㆍ의료,산업바이오,C12P7/*,산소원자를 함유한 유기화합물의 제조 [2006.01],C12P
바이오ㆍ의료,산업바이오,G01N21/*,"광학적 수단, 즉 적외선, 가시광선, 또는 자외선을 이용하여 재료의 조사 또는 분석 (G01N 3/00 - G01N 19/00이 우선) [2006.01]",G01N
바이오ㆍ의료,산업바이오,G01N30/*,"흡착, 흡수, 또는 유사현상 또는 이온교환을 이용한 성분 분리에 의한 재료의 조사 또는 분석, 예. 크로마토그래피(G01N 3/00에서 G01N 29/00 우선) [2006.01]",G01N
바이오ㆍ의료,산업바이오,G01N33/*,그룹 1/00 ～ 31/00에 포함 되지 않는 특유의 방법에 의한 재료의 조사 또는 분석 [2006.01],G01N
바이오ㆍ의료,산업바이오,G06F17/*,"디지털 컴퓨팅 또는 데이터 처리 장비 또는 방법, 특정 기능을 위해 특히 적합한 것(정보 검색, 데이터베이스 구조 또는 파일 시스템 구조 G06F16/00) [2019.01]",G06F
바이오ㆍ의료,산업바이오,G01N33/*,그룹 1/00 ～ 31/00에 포함 되지 않는 특유의 방법에 의한 재료의 조사 또는 분석   [2006.01],G01N
바이오ㆍ의료,산업바이오,G01N31/*,서브그룹에 규정된 화학적 방법을 이용한 비생물학적 재료의 조사 또는 분석; 그러한 방법에 특히 적합한 장치   [2006.01],G01N
바이오ㆍ의료,산업바이오,C12Q*,"효소, 핵산 또는 미생물을 포함하는 측정 또는 시험방법 (면역시험 G01N 33/53); 그것을 위한 조성물 또는 시험지; 그 조성물을 조제하는 공정; 미생물학적 또는 효소학적 방법에 있어서의 상태응답 제어   [1980.01]",C12Q
바이오ㆍ의료,산업바이오,A61K35/*,구조를 알 수 없는 물질이나 반응 생성물을 함유하는 약물 제제 [2006.01],A61K
바이오ㆍ의료,산업바이오,A61Q15/*,발한방지제 또는 신체의 방취제(공기의 탈취 용품 A61L 9/00) [2006.01],A61Q
바이오ㆍ의료,산업바이오,A61Q17/*,"방호제; 외부의 영향(예. 햇빛, X-선 혹은 다른 유해 광선, 부식 물질, 박테리아, 또는 곤충의 침)으로부터 피부를 보호하기 위하여 피부에 직접 접촉시키는 제제 [2006.01]",A61Q
바이오ㆍ의료,산업바이오,A61Q5/*,모발 손질용 제재 [2006.01],A61Q
바이오ㆍ의료,산업바이오,C07D311/*,"이종원자로서 1개의 산소 원자만을 갖는 6원환을 함유하고, 다른 환과 축합한 이종원자 고리 화합물 [2006.01]",C07D
바이오ㆍ의료,산업바이오,C07H1/*,당유도체의 제조방법 [2006.01],C07H
바이오ㆍ의료,산업바이오,C07K5/*,그 유도체; 배열이 완전히 확정된 아미노산를 4개 이하 갖는 펩티드 [2006.01],C07K
바이오ㆍ의료,산업바이오,C11D3/*,C11D 1/00 그룹에 포함되는 세정제 조성물의 그 밖의 배합 성분 [2006.01],C11D
바이오ㆍ의료,산업바이오,C12R1/*,미생물 [2006.01],C12R
바이오ㆍ의료,산업바이오,C11D*,세정성 조성물; 세정제로서 단일 물질의 사용; 비누 또는 비누 제조; 수지 비누; 글리세롤의 회수,C11D
바이오ㆍ의료,산업바이오,A23K10/*,사료 [2016.01],A23K
바이오ㆍ의료,산업바이오,A23K50/*,특정한 동물에 특히 적합한 사료 [2016.01],A23K
바이오ㆍ의료,산업바이오,A23L11/*,"사료 또는 식품의 생산을 위한 두류, 즉. 콩과 식물의 열매; 콩과 식물의 생산물; 그것의 조제 또는 처리, 예. 인산염에 의한 처리 [2016.01]",A23L
바이오ㆍ의료,산업바이오,A23L13/*,육류 제품; 육류 밀; 그것의 조제 또는 처리 [2016.01],A23L
바이오ㆍ의료,산업바이오,A23L17/*,해산물로 만든 식품; 어류 제품; 어류 밀; 어란 대용품; 그것의 조제 또는 처리 [2016.01],A23L
바이오ㆍ의료,산업바이오,A23L2/*,비알코올성 음료; 그것을 위한 건조조성물 또는 농축물; 그것들의 조제 (스프 농축물 A23L 23/10; 알코올의 제거에 의한 비알콜성 음료의 조제 C12H 3/00 ) [2006.01],A23L
바이오ㆍ의료,산업바이오,A23L23/*,"스프; 소스 (A23L 27/50, A23L 27/60이 우선됨 ); 그것의 조제 또는 처리 [2016.01]",A23L
바이오ㆍ의료,산업바이오,A23L27/*,향신료; 풍미제 또는 감미료; 인공 감미제; 식탁염; 식이용법용 대용염; 그것의 조제 또는 처리 [2016.01],A23L
바이오ㆍ의료,산업바이오,A23L29/*,"첨가제를 함유하는 식품 또는 식료품 (식품의 영양개선을 위해 첨가제를 함유하는 것 A23L 33/10; 실질상 불소화성 첨가제를 함유하는 것, 예. 식이섬유, A23L 33/21 ); 그것의 조제 또는 처리 [2016.01]",A23L
바이오ㆍ의료,산업바이오,A23L3/*,"식품 또는 식료품의 보존일반, 예. 식품 또는 식료품에 특히 적합한 살균 또는 멸균(식품 또는 식료품 보존, 포장에 관련한 것 B65B 55/00) [2006.01]",A23L
바이오ㆍ의료,산업바이오,A23L31/*,균류의 식용 추출 또는 조제; 그것의 조제 또는 처리 [2016.01],A23L
바이오ㆍ의료,산업바이오,A23L33/*,식품의 영양개선; 다이어트 식품; 그것의 조제 또는 처리 [2016.01],A23L
바이오ㆍ의료,산업바이오,A23P10/*,제품에 의해 특정화되는 식료품의 성형 또는 가공 [2016.01],A23P
바이오ㆍ의료,산업바이오,C07D493/*,축합계중에 이종원자로서 산소 원자만을 함유하는 이종원자 고리 화합물 [2006.01],C07D
바이오ㆍ의료,산업바이오,C08B37/*,그룹 C08B 1/00 ～ C08B 35/00에 속하지 않는 다당류의 제조; 그 유도체(셀룰로스 D21) [2006.01],C08B
바이오ㆍ의료,산업바이오,C08B*,다당류; 그 유도체(글리코시드 결합에 의하여 상호 결합된 6개 미만의 당류기를 함유하는 다당류 C07H; 발효 또는 효소를 사용하는 공정 C12P 19/00; 당공업 C13; 셀룰로스의 제조 D21) [1985.01],C08B
바이오ㆍ의료,산업바이오,B09B3/*,고체 폐기물의 파괴 또는 유용하거나 무해한 물질로의 전환 [2006.01],B09B
바이오ㆍ의료,산업바이오,C02F3/*,"물, 폐수 또는 하수의 생물학적 처리 [2006.01]",C02F
바이오ㆍ의료,산업바이오,C10L5/*,고체 연료(액체 연료의 고체화에 의하여 생산되는 것 C10L 7/00; 이탄제조 C10F 7/06) [2006.01],C10L
바이오ㆍ의료,산업바이오,C12N1/*,"미생물, 예.원생동물; 그 조성물 (원생동물, 박테리아 또는 바이러스로부터 기원된 물질을 포함하는 의약품 제제 A61K 35/66, 조류로부터의 것 A61K 36/02, 균류로부터의 것 A61K 36/06; 의약적 세균 항원 또는 항체 조성물의 조제, 예. 세균성 백신 A61K39/00); 미생물 또는 그 조성물의 증식, 유지, 보존 공정; 미생물을 포함한 조성물의 조제 또는 분리 공정; 그것을 위한 배양배지 [2006.01]",C12N
바이오ㆍ의료,산업바이오,C12P21/*,펩티드 또는 단백질의 제조(단세포 균체단백질 C12N 1/00) [2006.01],C12P
바이오ㆍ의료,산업바이오,C12P23/*,"공액 이중결합(conjugated double bonds)에 의하여 결합되어 있는 10개 이상의 탄소원자를 포함한 불포화 측쇄를 가진 시클로헥산환을 포함한 화합물의 제조, 예. 카로텐(이종환을 함유한 것 C12P 17/00) [2006.01]",C12P
바이오ㆍ의료,산업바이오,C12Q1/*,"효소, 핵산 또는 미생물을 포함하는 측정 또는 시험방법 (조건 측정 또는 검출수단을 갖춘 측정 또는 시험장치, 예. 콜로니 계수기 C12M 1/34); 그것을 위한 조성물; 그 조성물의 제조공정 [2006.01]",C12Q
바이오ㆍ의료,산업바이오,A23L*,"A21D 또는 A23B로부터 A23J까지; 포함 되지 않는 식품, 식료품, 또는 비알콜성음료; 그 조제 또는 처리, 예. 가열 조리, 영양 개선, 물리적 처리(이 서브클래스에 완전하게 포함 되지 않는, 식품의 성형 또는 가공 A23P)；식품 또는 식료품의 보존 일반(제빵용 곡분 또는 반죽의 보존 A21D) [2006.01]",A23L
바이오ㆍ의료,산업바이오,A61C8/*,자연치를 강화하거나 치과보철을 고정하기 위해 악골(jaw-bone)에 고정하는 장치; 치과용 임플란트; 이식용 공구(입속에서 작은 앞니(peg-teeth)의 고정 A61C 13/30) [2006.01],A61C
바이오ㆍ의료,산업바이오,A61K41/*,파동 에너지 또는 입자방선으로 물질을 처리함으로써 얻어지는 의약품제제(A61K31/59가 우선) [2006.01],A61K
바이오ㆍ의료,산업바이오,A61L27/*,보철 또는 피복을 위한 보철(의치 A61C 13/00; 보철의 형상 또는 구조 A61F 2/00; 의치를 위한 조정물의 사용 A61K 6/02; 인공신장 A61M 1/14) [2006.01],A61L
바이오ㆍ의료,산업바이오,C07K*,"펩티드 (Peptides) (β-락탐고리 함유 펩티드 C07D; 환식 디펩티드에 있어서 그 분자중에 환을 형성하는 펩티드 결합이외의 펩티드결합을 갖지 않는 것, 예. 피페라진-2.5-디온 C07D; 환식 펩티드형의 맥각알칼로이드 C07D 519/02519/02; 단세포 단백질, 효소 C12N; 펩티드를 얻기 위한 유전 공학 공정 C12N 15/00) [1985.01]",C07K
바이오ㆍ의료,산업바이오,C12C*,"맥주양조(조원료의 세척 A23N; 원료의 투입 혹은 회수하는 장치, 저장실의 도구 C12L; 효모의 증식 C12N 1/14)",C12C
바이오ㆍ의료,산업바이오,C12G*,포도주; 그 밖의 기타 알코올 음료; 조제(맥주 C12C),C12G
바이오ㆍ의료,산업바이오,C12H*,"알코올 음료의 저온살균, 살균, 보존, 정제, 청정 또는 숙성; 발효액 또는 알코올 음료의 알코올 함량을 바꾸기 위한 방법 (포도주의 탈산 C12G 1/10; 포도주 침전 방지 C12G 1/12; 가향에 의한 유사 숙성 C12G 3/06) [1995.01]",C12H
바이오ㆍ의료,산업바이오,C12J*,식초; 그것의 조제,C12J
바이오ㆍ의료,산업바이오,C12L*,원료의 투입 또는 회수하는 장치; 저장실 도구류(통의 청징화 B08B 9/00),C12L
바이오ㆍ의료,산업바이오,C12M*,효소학 또는 미생물학을 위한 장치(퇴비의 발효를 위한 시설 A01C 3/02; 사람 또는 동물의 일부분의 보존 A01N 1/02; 맥주 양조 장치 C12C; 포도주의 발효장치 C12G; 식초의 제조장치 C12J 1/10) [1980.01],C12M
바이오ㆍ의료,산업바이오,C12Q*,"효소, 핵산 또는 미생물을 포함하는 측정 또는 시험방법 (면역시험 G01N 33/53); 그것을 위한 조성물 또는 시험지; 그 조성물을 조제하는 공정; 미생물학적 또는 효소학적 방법에 있어서의 상태응답 제어 [1980.01]",C12Q
바이오ㆍ의료,산업바이오,C12R*,미생물과 관련된 서브클래스 C12C-C12Q의 인덱싱 분류표 [1980.01],C12R
바이오ㆍ의료,산업바이오,H01M8/*,연료전지; 그의 제조 [2016.01],H01M
바이오ㆍ의료,산업바이오,A61C*,치과; 구강 또는 치과용 위생(치솔 A46B; 치과용 제제 A46K 6/00),A61C
바이오ㆍ의료,산업바이오,A61K*,"의약용, 치과용 또는 화장용 제제(특별한 물리적 형태로 하는 것 A61J; 공기탈취, 살균, 소독, 붕대, 드레싱, 흡수성 패드 또는 외과용품을 위한 재료의 화학적인 사항 또는 재료의 사용 A61L; 화합물 그 자체가 C01, C07, C08, C12N; 비누의 조성 C11D; 미생물 그자체 C12N)",A61K
바이오ㆍ의료,산업바이오,A61L*,"재료 또는 물건을 살균하기 위한 방법 또는 장치 일반; 공기의 소독, 살균 또는 탈취; 붕대, 피복용품, 흡수성 패드 또는 수술용품의 화학적 사항; 붕대, 피복용품, 흡수성 패드, 또는 수술용 물품을 위한 재료(사체의 보존, 사용하는 약제에 의해서 특징지어진 소독 A01N; 식품 또는 식료품의 보존, 예. 살균, A23; 의료용, 치과용 또는 화장용 제제 A61K) [1985.01]",A61L
바이오ㆍ의료,산업바이오,G01N*,"재료의 화학적 또는 물리적 성질의 검출에 의한 재료의 조사 또는 분석(면역분석 이외의 효소 또는 미생물을 포함하는 측정 또는 시험 방법 C12M, C12Q)",G01N
바이오ㆍ의료,산업바이오,H01M*,"화학에너지를 전기에너지로 직접 변환하기 위한 방법 또는 수단, 예. 배터리 [1974.07]",H01M
바이오ㆍ의료,산업바이오,G16C60/*,"컴퓨터 재료 과학, 즉. 설계, 합성, 가공, 특성화 또는 활용과 관련된 재료 또는 현상의 물리적 또는 화학적 특성을 조사하는데 특히 적합한 ICT [2019.01]",G16C
바이오ㆍ의료,산업바이오,G06K9/*,"인쇄문자, 손으로 쓴 문자를 독취하거나 인식 또는 패턴을 인식하기 위한 방법 또는 장치, 예. 지문인식(그래프를 해독하거나 기계적 파라미터의 패턴을 변환하기위한 방법 또는 장치 G06K 11/00; 음성인식 G10L 15/00) [2006.01]",G06K
바이오ㆍ의료,산업바이오,G16B*,"생물정보학, 즉. 컴퓨터 분자 생물학에서 유전자 또는 단백질-관련 데이터 처리에 특히 적합한 정보통신기술[ICT] [2019.01]",G16B
바이오ㆍ의료,산업바이오,G16C*,컴퓨터 화학; 화학정보학; 컴퓨터 재료 과학 [2019.01],G16C
바이오ㆍ의료,산업바이오,C05F11/*,기타 유기질 비료 [2006.01],C05F
바이오ㆍ의료,산업바이오,C05F17/*,퇴비화 단계에 특징이 있는 비료의 제조 [2006.01],C05F
바이오ㆍ의료,산업바이오,C05F*,"서브클래스 C05B, C 에 분류되지 않는 유기질 비료, 예. 폐기물 또는 쓰레기로부터 되는 비료",C05F
바이오ㆍ의료,융합바이오,G16B*,"생물정보학, 즉. 컴퓨터 분자 생물학에서 유전자 또는 단백질-관련 데이터 처리에 특히 적합한 정보통신기술[ICT] [2019.01]",G16B
바이오ㆍ의료,융합바이오,G16C*,컴퓨터 화학; 화학정보학; 컴퓨터 재료 과학 [2019.01],G16C
바이오ㆍ의료,융합바이오,A61L27/*,보철 또는 피복을 위한 보철(의치 A61C 13/00; 보철의 형상 또는 구조 A61F 2/00; 의치를 위한 조정물의 사용 A61K 6/02; 인공신장 A61M 1/14) [2006.01],A61L
바이오ㆍ의료,융합바이오,B01L3/*,"실험용 용기 또는 접시, 예. 실험용글라스기구(병(bottles) B65D; 효소 또는 미생물용 장치 C12M 1/00); 점적기(용적측정용 용기 G01F) [2006.01]",B01L
바이오ㆍ의료,융합바이오,C12Q*,"효소, 핵산 또는 미생물을 포함하는 측정 또는 시험방법 (면역시험 G01N 33/53); 그것을 위한 조성물 또는 시험지; 그 조성물을 조제하는 공정; 미생물학적 또는 효소학적 방법에 있어서의 상태응답 제어   [1980.01]",C12Q
바이오ㆍ의료,융합바이오,C12P*,발효 또는 효소를 사용하여 원하는 화학물질 또는 조성물을 합성하는 방법 또는 혼합물로부터 광학이성체를 분리하는 방법 [1980.01],C12P
바이오ㆍ의료,융합바이오,G01N21/*,"광학적 수단, 즉 적외선, 가시광선, 또는 자외선을 이용하여 재료의 조사 또는 분석 (G01N 3/00 - G01N 19/00이 우선) [2006.01]",G01N
바이오ㆍ의료,융합바이오,A61B17/*,"수술용 기기, 기구 또는 방법 예. 압박대 (A61B 18/00 이 우선; 피임용구, 페사리(pessaries) 또는 그 자체에 부착되는 것 A61F 6/00; 안과 수술용 A61F 9/007; 이과 수술용 A61F 11/00) [2006.01]",A61B
바이오ㆍ의료,융합바이오,A61B5/*,"진단을 위한 측정(방사선 진단 A61B 6/00; 초음파, 음파 또는 아음파에 의한 진단 A61B 8/00); 개인식별 [2006.01]",A61B
바이오ㆍ의료,융합바이오,A61B8/*,"초음파, 음파, 아음파를 이용한 진단 [2006.01]",A61B
바이오ㆍ의료,융합바이오,A61B90/*,"수술 또는 진단에 특히 적합하고 A61B 1/00-A61B 50/00 중 어느 그룹에도 포함되지 않은 기구, 구현 또는 부대용품, 예. 탈구 치료 또는 상처 가장자리 보호를 위한 것 (보호용 얼굴 마스크 A41D 13/11 ;외과의사의 또는 환자의 가운 또는 옷 A41D 13/12 ;체액을 획득, 처리, 또는 넘기기 위한 기구 A61M 1/00 ) [2016.01]",A61B
바이오ㆍ의료,융합바이오,C12M*,효소학 또는 미생물학을 위한 장치(퇴비의 발효를 위한 시설 A01C 3/02; 사람 또는 동물의 일부분의 보존 A01N 1/02; 맥주 양조 장치 C12C; 포도주의 발효장치 C12G; 식초의 제조장치 C12J 1/10) [1980.01],C12M
바이오ㆍ의료,융합바이오,G01N1/*,샘플링; 조사용 표본의 조제(자동분석을 위한 재료의 취급(handling) G01N 35/00) [2006.01],G01N
바이오ㆍ의료,융합바이오,G01N27/*,"전기적, 전기화학적 또는 자기적 수단의 이용에 의한 재료의 조사 또는 분석(G01N 3/00 ～ G01N 25/00이 우선; 재료의 전기적 혹은 자기적 특성 또는 그것들의 변화량의 측정 또는 시험 G01R) [2006.01]",G01N
바이오ㆍ의료,융합바이오,G01N33/*,그룹 1/00 ～ 31/00에 포함 되지 않는 특유의 방법에 의한 재료의 조사 또는 분석 [2006.01],G01N
바이오ㆍ의료,융합바이오,G01N35/*,그룹 1/00 ～ 33/00의 어느 1개로 분류되는 방법 또는 재료로 한정되지 않는 자동 분석; 그것을 위한 재료 취급 [2006.01],G01N
바이오ㆍ의료,융합바이오,G01N*,"재료의 화학적 또는 물리적 성질의 검출에 의한 재료의 조사 또는 분석(면역분석 이외의 효소 또는 미생물을 포함하는 측정 또는 시험 방법 C12M, C12Q)",G01N
바이오ㆍ의료,융합바이오,G01N31/*,서브그룹에 규정된 화학적 방법을 이용한 비생물학적 재료의 조사 또는 분석; 그러한 방법에 특히 적합한 장치   [2006.01],G01N
바이오ㆍ의료,융합바이오,C12Q1/*,"효소, 핵산 또는 미생물을 포함하는 측정 또는 시험방법 (조건 측정 또는 검출수단을 갖춘 측정 또는 시험장치, 예. 콜로니 계수기 C12M 1/34); 그것을 위한 조성물; 그 조성물의 제조공정   [2006.01]",C12Q
바이오ㆍ의료,융합바이오,A61K31/*,유기 활성 성분을 함유 하는 의약품 제재 [2006.01],A61K
바이오ㆍ의료,융합바이오,A61K36/*,"조류, 지의류, 균류 혹은 식물 또는 그 유사체로부터의 물질을 함유 하는 구조 미지의 의약품 제재 [2006.01]",A61K
바이오ㆍ의료,융합바이오,A61K8/*,화장품 또는 유사 화장품 제재 [2006.01],A61K
바이오ㆍ의료,융합바이오,B01J*,"화학적 또는 물리적 방법, 예. 촉매 또는 콜로이드 화학; 그들의 관련 장치 [1974.07]",B01J
바이오ㆍ의료,융합바이오,B82B3/*,개별 원자 또는 분자의 조작 또는 개별 단위로서 원자 또는 분자의 제한된 집합에 의한 나노 구조의 제조 또는 처리 [2006.01],B82B
바이오ㆍ의료,융합바이오,C02F*,"물, 폐수, 하수 또는 오니(슬러지)의 처리(물질에서 화학적인 변화에 영향을 줌으로써 무해하거나 덜 유해한 해로운 화학물질을 만들기 위한 처리 A62D 3/00; 분리, 정화 탱크 또는 필터 장치 B01D; 물, 폐수 또는 하수를 처리하는 수송선박의 세부장치 예 담수생산 B63J; 부식방지 물질의 첨가 C23F; 방사성 오염액의 처리 G21F 9/04) [1980.01]",C02F
바이오ㆍ의료,융합바이오,C07C*,"비환 화합물 또는 탄소환 화합물(고분자 화합물 C08; 전기분해, 전기영동에 의한 유기 화합물 제조 C25B 3/00, C25B 7/00)",C07C
바이오ㆍ의료,융합바이오,C07D*,이종원자 고리 화합물(고분자 화합물 C08) [1974.07],C07D
바이오ㆍ의료,융합바이오,C07F*,"탄소, 수소, 할로겐, 산소, 질소, 황, 셀레늄 또는 텔루르 이외의 원소를 함유하는 비환식, 탄소 고리 또는 이종원자 고리 화합물(금속함유 포르피린 C07D 487/22; 고분자 화합물 C08)",C07F
바이오ㆍ의료,융합바이오,C07H*,"당류; 그 유도체; 뉴클레오시드; 뉴클레오티드; 핵산(알돈산 또는 당산의 유도체 C07C, D; 알돈산, 당산 C07C 59/105, 59/285; 시안히드린 C07C 255/16; 글리칼(glyclas) C07D; 구조 불명의 화합물 C07G; 다당류, 그 유도체 C08B; 유전자 공학에 관한 DNA 또는 RNA, 벡터, 예. 플라즈미드 또는 그의 분리, 조제 또는 정제 C12N 15/00; 당 또는 전분공업 C13) [1974.07]",C07H
바이오ㆍ의료,융합바이오,C07K*,"펩티드 (Peptides) (β-락탐고리 함유 펩티드 C07D; 환식 디펩티드에 있어서 그 분자중에 환을 형성하는 펩티드 결합이외의 펩티드결합을 갖지 않는 것, 예. 피페라진-2.5-디온 C07D; 환식 펩티드형의 맥각알칼로이드 C07D 519/02519/02; 단세포 단백질, 효소 C12N; 펩티드를 얻기 위한 유전 공학 공정 C12N 15/00) [1985.01]",C07K
바이오ㆍ의료,융합바이오,C08J7/*,고분자 물질로 된 물품의 화학적 처리 또는 피복(금속 재료에 의한 피복 C23C; 금속의 전기 증착 C25) [2006.01],C08J
바이오ㆍ의료,융합바이오,C08L1/*,"셀룰로오스, 변성 셀룰로오스 또는 셀룰로오스 유도체의 조성물 [2006.01]",C08L
바이오ㆍ의료,융합바이오,C09K11/*,"발광성 물질, 예. 전기 발광성 물질, 화학 발광성 물질 [2006.01]",C09K
바이오ㆍ의료,융합바이오,C12L*,원료의 투입 또는 회수하는 장치; 저장실 도구류(통의 청징화 B08B 9/00),C12L
바이오ㆍ의료,융합바이오,C12N*,"미생물 또는 효소; 그 조성물 (살균살충제, 방충제 또는 유인제, 또는 식물생장 조절제로서 미생물, 바이러스, 진균, 효소, 발효생산물 또는 미생물 또는 동물로부터 생산 또는 추출된 물질을 포함하는 것 A01N 63/00; 의약품 제제 A61K; 비료 C05F); 미생물의 증식, 보존 또는 유지; 돌연변이 또는 유전자공학; 배지(CULTURE MEDIA) (미생물학적 시험용 배지 C12Q 1/00) [1980.01]",C12N
바이오ㆍ의료,융합바이오,C12Q*,"효소, 핵산 또는 미생물을 포함하는 측정 또는 시험방법 (면역시험 G01N 33/53); 그것을 위한 조성물 또는 시험지; 그 조성물을 조제하는 공정; 미생물학적 또는 효소학적 방법에 있어서의 상태응답 제어 [1980.01]",C12Q
바이오ㆍ의료,융합바이오,C12R*,미생물과 관련된 서브클래스 C12C-C12Q의 인덱싱 분류표 [1980.01],C12R
바이오ㆍ의료,융합바이오,C40B40/*,"라이브러리 그 자체, 예.어레이, 혼합물 [2006.01]",C40B
바이오ㆍ의료,융합바이오,A61L*,"재료 또는 물건을 살균하기 위한 방법 또는 장치 일반; 공기의 소독, 살균 또는 탈취; 붕대, 피복용품, 흡수성 패드 또는 수술용품의 화학적 사항; 붕대, 피복용품, 흡수성 패드, 또는 수술용 물품을 위한 재료(사체의 보존, 사용하는 약제에 의해서 특징지어진 소독 A01N; 식품 또는 식료품의 보존, 예. 살균, A23; 의료용, 치과용 또는 화장용 제제 A61K) [1985.01]",A61L
바이오ㆍ의료,융합바이오,B82B*,"개별단위로서의 분자, 원자들의 제한된 집합 또는 개별 원자, 분자의 조작에 의해 형성된 나노구조; 그의 취급 또는 제조 [2000.01]",B82B
바이오ㆍ의료,융합바이오,C08J*,"마무리; 일반적 혼합 방법; 서브클래스 C08B, C08C, C08F, C08G 또는 C08H에 포함 되지 않는 후 처리(가공, 예.플라스틱의 성형 B29) [1974.07]",C08J
바이오ㆍ의료,융합바이오,C08L*,"고분자 화합물의 조성물(중합 단량체로 이루어진 조성물 C08F, C08G; 인조 필라멘트 또는 인조 섬유 D01F; 직물처리용 조성물 D06) [1974.07]",C08L
